country,year,has_numerator,has_population,denom_concept,has_denominator,has_all
COL,1992,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,1993,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,1994,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,1995,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,1996,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,1997,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,1998,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,1999,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2000,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2001,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2002,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2003,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2004,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2005,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2006,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2007,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2008,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2009,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2010,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2011,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2012,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2013,FALSE,TRUE,B5g_simple,TRUE,FALSE
COL,2014,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2015,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2016,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2017,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2018,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2019,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2020,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2021,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2022,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2023,TRUE,TRUE,B5g_simple,TRUE,TRUE
COL,2024,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1990,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1991,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1992,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1993,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1994,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1995,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1996,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1997,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1998,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,1999,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2000,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2001,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2002,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2003,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2004,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2005,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2006,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2007,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2008,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2009,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2010,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2011,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2012,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2013,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2014,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2015,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2016,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2017,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2018,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2019,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2020,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2021,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2022,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2023,FALSE,TRUE,B5g_simple,TRUE,FALSE
CRI,2024,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1990,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1991,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1992,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1993,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1994,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1995,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1996,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1997,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1998,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,1999,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2000,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2001,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2002,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2003,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2004,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2005,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2006,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2007,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2008,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2009,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2010,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2011,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2012,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2013,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2014,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2015,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2016,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2017,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2018,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2019,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2020,TRUE,TRUE,B5g_simple,TRUE,TRUE
DOM,2021,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2022,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2023,FALSE,TRUE,B5g_simple,TRUE,FALSE
DOM,2024,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1990,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1991,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1992,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1993,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1994,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1995,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1996,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1997,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1998,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,1999,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2000,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2001,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2002,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2003,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2004,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2005,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2006,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2007,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2008,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2009,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2010,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2011,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2012,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2013,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2014,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2015,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2016,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2017,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2018,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2019,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2020,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2021,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2022,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2023,FALSE,TRUE,B5g_simple,TRUE,FALSE
ECU,2024,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1990,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1991,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1992,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1993,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1994,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1995,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1996,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1997,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1998,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,1999,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2000,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2001,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2002,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2003,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2004,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2005,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2006,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2007,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2008,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2009,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2010,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2011,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2012,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2013,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2014,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2015,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2016,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2017,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2018,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2019,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2020,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2021,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2022,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2023,FALSE,TRUE,B5g_simple,TRUE,FALSE
MEX,2024,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1990,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1991,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1992,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1993,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1994,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1995,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1996,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1997,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1998,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,1999,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2000,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2001,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2002,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2003,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2004,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2005,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2006,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2007,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2008,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2009,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2010,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2011,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2012,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2013,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2014,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2015,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2016,TRUE,TRUE,B5g_simple,TRUE,TRUE
PER,2017,TRUE,TRUE,B5g_simple,TRUE,TRUE
PER,2018,TRUE,TRUE,B5g_simple,TRUE,TRUE
PER,2019,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2020,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2021,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2022,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2023,FALSE,TRUE,B5g_simple,TRUE,FALSE
PER,2024,FALSE,TRUE,B5g_simple,TRUE,FALSE
SLV,1990,FALSE,TRUE,NA,FALSE,FALSE
SLV,1991,FALSE,TRUE,NA,FALSE,FALSE
SLV,1992,FALSE,TRUE,NA,FALSE,FALSE
SLV,1993,FALSE,TRUE,NA,FALSE,FALSE
SLV,1994,FALSE,TRUE,NA,FALSE,FALSE
SLV,1995,FALSE,TRUE,NA,FALSE,FALSE
SLV,1996,FALSE,TRUE,NA,FALSE,FALSE
SLV,1997,FALSE,TRUE,NA,FALSE,FALSE
SLV,1998,FALSE,TRUE,NA,FALSE,FALSE
SLV,1999,FALSE,TRUE,NA,FALSE,FALSE
SLV,2000,TRUE,TRUE,NA,FALSE,FALSE
SLV,2001,TRUE,TRUE,NA,FALSE,FALSE
SLV,2002,TRUE,TRUE,NA,FALSE,FALSE
SLV,2003,TRUE,TRUE,NA,FALSE,FALSE
SLV,2004,TRUE,TRUE,NA,FALSE,FALSE
SLV,2005,TRUE,TRUE,NA,FALSE,FALSE
SLV,2006,TRUE,TRUE,NA,FALSE,FALSE
SLV,2007,TRUE,TRUE,NA,FALSE,FALSE
SLV,2008,FALSE,TRUE,NA,FALSE,FALSE
SLV,2009,TRUE,TRUE,NA,FALSE,FALSE
SLV,2010,TRUE,TRUE,NA,FALSE,FALSE
SLV,2011,FALSE,TRUE,NA,FALSE,FALSE
SLV,2012,TRUE,TRUE,NA,FALSE,FALSE
SLV,2013,TRUE,TRUE,NA,FALSE,FALSE
SLV,2014,TRUE,TRUE,NA,FALSE,FALSE
SLV,2015,TRUE,TRUE,NA,FALSE,FALSE
SLV,2016,TRUE,TRUE,NA,FALSE,FALSE
SLV,2017,TRUE,TRUE,NA,FALSE,FALSE
SLV,2018,FALSE,TRUE,NA,FALSE,FALSE
SLV,2019,FALSE,TRUE,NA,FALSE,FALSE
SLV,2020,FALSE,TRUE,NA,FALSE,FALSE
SLV,2021,FALSE,TRUE,NA,FALSE,FALSE
SLV,2022,FALSE,TRUE,NA,FALSE,FALSE
SLV,2023,FALSE,TRUE,NA,FALSE,FALSE
SLV,2024,FALSE,TRUE,NA,FALSE,FALSE
URY,1990,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1991,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1992,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1993,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1994,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1995,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1996,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1997,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1998,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,1999,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2000,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2001,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2002,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2003,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2004,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2005,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2006,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2007,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2008,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2009,TRUE,TRUE,B5g_simple,TRUE,TRUE
URY,2010,TRUE,TRUE,B5g_simple,TRUE,TRUE
URY,2011,TRUE,TRUE,B5g_simple,TRUE,TRUE
URY,2012,TRUE,TRUE,B5g_simple,TRUE,TRUE
URY,2013,TRUE,TRUE,B5g_simple,TRUE,TRUE
URY,2014,TRUE,TRUE,B5g_simple,TRUE,TRUE
URY,2015,TRUE,TRUE,B5g_simple,TRUE,TRUE
URY,2016,TRUE,TRUE,B5g_simple,TRUE,TRUE
URY,2017,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2018,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2019,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2020,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2021,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2022,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2023,FALSE,TRUE,B5g_simple,TRUE,FALSE
URY,2024,FALSE,TRUE,B5g_simple,TRUE,FALSE
