country,year,denom_concept,has_numerator,has_population,has_denominator,has_all
ARG,2001,middle,TRUE,TRUE,FALSE,FALSE
ARG,2001,upper,TRUE,TRUE,TRUE,TRUE
ARG,2002,lower,TRUE,TRUE,TRUE,TRUE
ARG,2002,middle,TRUE,TRUE,FALSE,FALSE
ARG,2002,upper,TRUE,TRUE,TRUE,TRUE
ARG,2003,lower,TRUE,TRUE,TRUE,TRUE
ARG,2003,middle,TRUE,TRUE,FALSE,FALSE
ARG,2003,upper,TRUE,TRUE,TRUE,TRUE
ARG,2004,lower,TRUE,TRUE,TRUE,TRUE
ARG,2004,middle,TRUE,TRUE,FALSE,FALSE
ARG,2004,upper,TRUE,TRUE,TRUE,TRUE
ARG,2005,lower,TRUE,TRUE,TRUE,TRUE
ARG,2005,middle,TRUE,TRUE,FALSE,FALSE
ARG,2005,upper,TRUE,TRUE,TRUE,TRUE
ARG,2006,lower,TRUE,TRUE,TRUE,TRUE
ARG,2006,middle,TRUE,TRUE,FALSE,FALSE
ARG,2006,upper,TRUE,TRUE,TRUE,TRUE
ARG,2007,lower,TRUE,TRUE,TRUE,TRUE
ARG,2007,middle,TRUE,TRUE,FALSE,FALSE
ARG,2007,upper,TRUE,TRUE,TRUE,TRUE
ARG,2008,lower,TRUE,TRUE,TRUE,TRUE
ARG,2008,middle,TRUE,TRUE,FALSE,FALSE
ARG,2008,upper,TRUE,TRUE,TRUE,TRUE
ARG,2009,lower,TRUE,TRUE,TRUE,TRUE
ARG,2009,middle,TRUE,TRUE,FALSE,FALSE
ARG,2009,upper,TRUE,TRUE,TRUE,TRUE
ARG,2010,lower,TRUE,TRUE,TRUE,TRUE
ARG,2010,middle,TRUE,TRUE,FALSE,FALSE
ARG,2010,upper,TRUE,TRUE,TRUE,TRUE
ARG,2011,lower,TRUE,TRUE,TRUE,TRUE
ARG,2011,middle,TRUE,TRUE,FALSE,FALSE
ARG,2011,upper,TRUE,TRUE,TRUE,TRUE
ARG,2012,lower,TRUE,TRUE,TRUE,TRUE
ARG,2012,middle,TRUE,TRUE,FALSE,FALSE
ARG,2012,upper,TRUE,TRUE,TRUE,TRUE
ARG,2013,lower,TRUE,TRUE,TRUE,TRUE
ARG,2013,middle,TRUE,TRUE,FALSE,FALSE
ARG,2013,upper,TRUE,TRUE,TRUE,TRUE
ARG,2014,lower,TRUE,TRUE,TRUE,TRUE
ARG,2014,middle,TRUE,TRUE,FALSE,FALSE
ARG,2014,upper,TRUE,TRUE,TRUE,TRUE
ARG,2015,lower,TRUE,TRUE,FALSE,FALSE
ARG,2015,middle,TRUE,TRUE,FALSE,FALSE
ARG,2015,upper,TRUE,TRUE,TRUE,TRUE
ARG,2016,lower,FALSE,TRUE,TRUE,FALSE
ARG,2016,middle,FALSE,TRUE,FALSE,FALSE
ARG,2016,upper,FALSE,TRUE,TRUE,FALSE
ARG,2017,lower,FALSE,TRUE,TRUE,FALSE
ARG,2017,middle,FALSE,TRUE,FALSE,FALSE
ARG,2017,upper,FALSE,TRUE,TRUE,FALSE
ARG,2018,lower,FALSE,TRUE,TRUE,FALSE
ARG,2018,middle,FALSE,TRUE,FALSE,FALSE
ARG,2018,upper,FALSE,TRUE,TRUE,FALSE
ARG,2019,lower,FALSE,TRUE,TRUE,FALSE
ARG,2019,middle,FALSE,TRUE,FALSE,FALSE
ARG,2019,upper,FALSE,TRUE,TRUE,FALSE
ARG,2020,lower,FALSE,TRUE,TRUE,FALSE
ARG,2020,middle,FALSE,TRUE,FALSE,FALSE
ARG,2020,upper,FALSE,TRUE,TRUE,FALSE
ARG,2021,lower,FALSE,TRUE,TRUE,FALSE
ARG,2021,middle,FALSE,TRUE,FALSE,FALSE
ARG,2021,upper,FALSE,TRUE,TRUE,FALSE
ARG,2022,lower,FALSE,TRUE,FALSE,FALSE
ARG,2022,middle,FALSE,TRUE,FALSE,FALSE
ARG,2022,upper,FALSE,TRUE,TRUE,FALSE
ARG,2023,lower,FALSE,TRUE,FALSE,FALSE
ARG,2023,middle,FALSE,TRUE,FALSE,FALSE
ARG,2023,upper,FALSE,TRUE,TRUE,FALSE
ARG,2024,lower,FALSE,TRUE,FALSE,FALSE
ARG,2024,middle,FALSE,TRUE,FALSE,FALSE
ARG,2024,upper,FALSE,TRUE,TRUE,FALSE
BRA,1990,lower,FALSE,TRUE,FALSE,FALSE
BRA,1990,middle,FALSE,TRUE,FALSE,FALSE
BRA,1990,upper,FALSE,TRUE,FALSE,FALSE
BRA,1991,lower,FALSE,TRUE,FALSE,FALSE
BRA,1991,middle,FALSE,TRUE,FALSE,FALSE
BRA,1991,upper,FALSE,TRUE,FALSE,FALSE
BRA,1992,lower,FALSE,TRUE,FALSE,FALSE
BRA,1992,middle,FALSE,TRUE,FALSE,FALSE
BRA,1992,upper,FALSE,TRUE,FALSE,FALSE
BRA,1993,lower,FALSE,TRUE,FALSE,FALSE
BRA,1993,middle,FALSE,TRUE,FALSE,FALSE
BRA,1993,upper,FALSE,TRUE,FALSE,FALSE
BRA,1994,lower,FALSE,TRUE,FALSE,FALSE
BRA,1994,middle,FALSE,TRUE,FALSE,FALSE
BRA,1994,upper,FALSE,TRUE,FALSE,FALSE
BRA,1995,lower,FALSE,TRUE,FALSE,FALSE
BRA,1995,middle,FALSE,TRUE,FALSE,FALSE
BRA,1995,upper,FALSE,TRUE,FALSE,FALSE
BRA,1996,lower,FALSE,TRUE,FALSE,FALSE
BRA,1996,middle,FALSE,TRUE,FALSE,FALSE
BRA,1996,upper,FALSE,TRUE,FALSE,FALSE
BRA,1997,lower,FALSE,TRUE,FALSE,FALSE
BRA,1997,middle,FALSE,TRUE,FALSE,FALSE
BRA,1997,upper,FALSE,TRUE,FALSE,FALSE
BRA,1998,lower,FALSE,TRUE,FALSE,FALSE
BRA,1998,middle,FALSE,TRUE,FALSE,FALSE
BRA,1998,upper,FALSE,TRUE,FALSE,FALSE
BRA,1999,lower,FALSE,TRUE,FALSE,FALSE
BRA,1999,middle,FALSE,TRUE,FALSE,FALSE
BRA,1999,upper,FALSE,TRUE,FALSE,FALSE
BRA,2000,lower,TRUE,TRUE,FALSE,FALSE
BRA,2000,middle,TRUE,TRUE,FALSE,FALSE
BRA,2000,upper,TRUE,TRUE,TRUE,TRUE
BRA,2001,lower,FALSE,TRUE,TRUE,FALSE
BRA,2001,middle,FALSE,TRUE,FALSE,FALSE
BRA,2001,upper,FALSE,TRUE,TRUE,FALSE
BRA,2002,lower,TRUE,TRUE,TRUE,TRUE
BRA,2002,middle,TRUE,TRUE,FALSE,FALSE
BRA,2002,upper,TRUE,TRUE,TRUE,TRUE
BRA,2003,lower,FALSE,TRUE,TRUE,FALSE
BRA,2003,middle,FALSE,TRUE,FALSE,FALSE
BRA,2003,upper,FALSE,TRUE,TRUE,FALSE
BRA,2004,lower,FALSE,TRUE,TRUE,FALSE
BRA,2004,middle,FALSE,TRUE,FALSE,FALSE
BRA,2004,upper,FALSE,TRUE,TRUE,FALSE
BRA,2005,lower,FALSE,TRUE,TRUE,FALSE
BRA,2005,middle,FALSE,TRUE,FALSE,FALSE
BRA,2005,upper,FALSE,TRUE,TRUE,FALSE
BRA,2006,lower,TRUE,TRUE,TRUE,TRUE
BRA,2006,middle,TRUE,TRUE,FALSE,FALSE
BRA,2006,upper,TRUE,TRUE,TRUE,TRUE
BRA,2007,lower,TRUE,TRUE,TRUE,TRUE
BRA,2007,middle,TRUE,TRUE,FALSE,FALSE
BRA,2007,upper,TRUE,TRUE,TRUE,TRUE
BRA,2008,lower,TRUE,TRUE,TRUE,TRUE
BRA,2008,middle,TRUE,TRUE,FALSE,FALSE
BRA,2008,upper,TRUE,TRUE,TRUE,TRUE
BRA,2009,lower,TRUE,TRUE,TRUE,TRUE
BRA,2009,middle,TRUE,TRUE,FALSE,FALSE
BRA,2009,upper,TRUE,TRUE,TRUE,TRUE
BRA,2010,lower,TRUE,TRUE,FALSE,FALSE
BRA,2010,middle,TRUE,TRUE,TRUE,TRUE
BRA,2010,upper,TRUE,TRUE,TRUE,TRUE
BRA,2011,lower,TRUE,TRUE,TRUE,TRUE
BRA,2011,middle,TRUE,TRUE,TRUE,TRUE
BRA,2011,upper,TRUE,TRUE,TRUE,TRUE
BRA,2012,lower,TRUE,TRUE,TRUE,TRUE
BRA,2012,middle,TRUE,TRUE,TRUE,TRUE
BRA,2012,upper,TRUE,TRUE,TRUE,TRUE
BRA,2013,lower,TRUE,TRUE,TRUE,TRUE
BRA,2013,middle,TRUE,TRUE,TRUE,TRUE
BRA,2013,upper,TRUE,TRUE,TRUE,TRUE
BRA,2014,lower,TRUE,TRUE,TRUE,TRUE
BRA,2014,middle,TRUE,TRUE,TRUE,TRUE
BRA,2014,upper,TRUE,TRUE,TRUE,TRUE
BRA,2015,lower,TRUE,TRUE,TRUE,TRUE
BRA,2015,middle,TRUE,TRUE,TRUE,TRUE
BRA,2015,upper,TRUE,TRUE,TRUE,TRUE
BRA,2016,lower,TRUE,TRUE,TRUE,TRUE
BRA,2016,middle,TRUE,TRUE,TRUE,TRUE
BRA,2016,upper,TRUE,TRUE,TRUE,TRUE
BRA,2017,lower,TRUE,TRUE,TRUE,TRUE
BRA,2017,middle,TRUE,TRUE,TRUE,TRUE
BRA,2017,upper,TRUE,TRUE,TRUE,TRUE
BRA,2018,lower,TRUE,TRUE,TRUE,TRUE
BRA,2018,middle,TRUE,TRUE,TRUE,TRUE
BRA,2018,upper,TRUE,TRUE,TRUE,TRUE
BRA,2019,lower,TRUE,TRUE,TRUE,TRUE
BRA,2019,middle,TRUE,TRUE,TRUE,TRUE
BRA,2019,upper,TRUE,TRUE,TRUE,TRUE
BRA,2020,lower,TRUE,TRUE,TRUE,TRUE
BRA,2020,middle,TRUE,TRUE,TRUE,TRUE
BRA,2020,upper,TRUE,TRUE,TRUE,TRUE
BRA,2021,lower,TRUE,TRUE,TRUE,TRUE
BRA,2021,middle,TRUE,TRUE,TRUE,TRUE
BRA,2021,upper,TRUE,TRUE,TRUE,TRUE
BRA,2022,lower,TRUE,TRUE,FALSE,FALSE
BRA,2022,middle,TRUE,TRUE,FALSE,FALSE
BRA,2022,upper,TRUE,TRUE,FALSE,FALSE
BRA,2023,lower,TRUE,TRUE,FALSE,FALSE
BRA,2023,middle,TRUE,TRUE,FALSE,FALSE
BRA,2023,upper,TRUE,TRUE,FALSE,FALSE
BRA,2024,lower,FALSE,TRUE,FALSE,FALSE
BRA,2024,middle,FALSE,TRUE,FALSE,FALSE
BRA,2024,upper,FALSE,TRUE,FALSE,FALSE
CHL,1990,lower,FALSE,TRUE,FALSE,FALSE
CHL,1990,middle,FALSE,TRUE,FALSE,FALSE
CHL,1990,upper,FALSE,TRUE,FALSE,FALSE
CHL,1991,lower,FALSE,TRUE,FALSE,FALSE
CHL,1991,middle,FALSE,TRUE,FALSE,FALSE
CHL,1991,upper,FALSE,TRUE,FALSE,FALSE
CHL,1992,lower,FALSE,TRUE,FALSE,FALSE
CHL,1992,middle,FALSE,TRUE,FALSE,FALSE
CHL,1992,upper,FALSE,TRUE,FALSE,FALSE
CHL,1993,lower,FALSE,TRUE,FALSE,FALSE
CHL,1993,middle,FALSE,TRUE,FALSE,FALSE
CHL,1993,upper,FALSE,TRUE,FALSE,FALSE
CHL,1994,lower,FALSE,TRUE,FALSE,FALSE
CHL,1994,middle,FALSE,TRUE,FALSE,FALSE
CHL,1994,upper,FALSE,TRUE,FALSE,FALSE
CHL,1995,lower,FALSE,TRUE,FALSE,FALSE
CHL,1995,middle,FALSE,TRUE,FALSE,FALSE
CHL,1995,upper,FALSE,TRUE,FALSE,FALSE
CHL,1996,lower,FALSE,TRUE,FALSE,FALSE
CHL,1996,middle,FALSE,TRUE,FALSE,FALSE
CHL,1996,upper,FALSE,TRUE,FALSE,FALSE
CHL,1997,lower,FALSE,TRUE,FALSE,FALSE
CHL,1997,middle,FALSE,TRUE,FALSE,FALSE
CHL,1997,upper,FALSE,TRUE,FALSE,FALSE
CHL,1998,lower,FALSE,TRUE,FALSE,FALSE
CHL,1998,middle,FALSE,TRUE,FALSE,FALSE
CHL,1998,upper,FALSE,TRUE,FALSE,FALSE
CHL,1999,lower,FALSE,TRUE,FALSE,FALSE
CHL,1999,middle,FALSE,TRUE,FALSE,FALSE
CHL,1999,upper,FALSE,TRUE,FALSE,FALSE
CHL,2000,lower,FALSE,TRUE,TRUE,FALSE
CHL,2000,middle,FALSE,TRUE,FALSE,FALSE
CHL,2000,upper,FALSE,TRUE,FALSE,FALSE
CHL,2001,lower,FALSE,TRUE,FALSE,FALSE
CHL,2001,middle,FALSE,TRUE,FALSE,FALSE
CHL,2001,upper,FALSE,TRUE,FALSE,FALSE
CHL,2002,lower,FALSE,TRUE,FALSE,FALSE
CHL,2002,middle,FALSE,TRUE,FALSE,FALSE
CHL,2002,upper,FALSE,TRUE,FALSE,FALSE
CHL,2003,lower,FALSE,TRUE,TRUE,FALSE
CHL,2003,middle,FALSE,TRUE,TRUE,FALSE
CHL,2003,upper,FALSE,TRUE,TRUE,FALSE
CHL,2004,lower,FALSE,TRUE,FALSE,FALSE
CHL,2004,middle,FALSE,TRUE,TRUE,FALSE
CHL,2004,upper,FALSE,TRUE,TRUE,FALSE
CHL,2005,lower,TRUE,TRUE,FALSE,FALSE
CHL,2005,middle,TRUE,TRUE,TRUE,TRUE
CHL,2005,upper,TRUE,TRUE,TRUE,TRUE
CHL,2006,lower,TRUE,TRUE,TRUE,TRUE
CHL,2006,middle,TRUE,TRUE,TRUE,TRUE
CHL,2006,upper,TRUE,TRUE,TRUE,TRUE
CHL,2007,lower,TRUE,TRUE,FALSE,FALSE
CHL,2007,middle,TRUE,TRUE,TRUE,TRUE
CHL,2007,upper,TRUE,TRUE,TRUE,TRUE
CHL,2008,lower,TRUE,TRUE,FALSE,FALSE
CHL,2008,middle,TRUE,TRUE,TRUE,TRUE
CHL,2008,upper,TRUE,TRUE,TRUE,TRUE
CHL,2009,lower,TRUE,TRUE,TRUE,TRUE
CHL,2009,middle,TRUE,TRUE,TRUE,TRUE
CHL,2009,upper,TRUE,TRUE,TRUE,TRUE
CHL,2010,lower,TRUE,TRUE,FALSE,FALSE
CHL,2010,middle,TRUE,TRUE,TRUE,TRUE
CHL,2010,upper,TRUE,TRUE,TRUE,TRUE
CHL,2011,lower,TRUE,TRUE,TRUE,TRUE
CHL,2011,middle,TRUE,TRUE,TRUE,TRUE
CHL,2011,upper,TRUE,TRUE,TRUE,TRUE
CHL,2012,lower,TRUE,TRUE,FALSE,FALSE
CHL,2012,middle,TRUE,TRUE,TRUE,TRUE
CHL,2012,upper,TRUE,TRUE,TRUE,TRUE
CHL,2013,lower,TRUE,TRUE,TRUE,TRUE
CHL,2013,middle,TRUE,TRUE,TRUE,TRUE
CHL,2013,upper,TRUE,TRUE,TRUE,TRUE
CHL,2014,lower,TRUE,TRUE,FALSE,FALSE
CHL,2014,middle,TRUE,TRUE,TRUE,TRUE
CHL,2014,upper,TRUE,TRUE,TRUE,TRUE
CHL,2015,lower,TRUE,TRUE,TRUE,TRUE
CHL,2015,middle,TRUE,TRUE,TRUE,TRUE
CHL,2015,upper,TRUE,TRUE,TRUE,TRUE
CHL,2016,lower,TRUE,TRUE,FALSE,FALSE
CHL,2016,middle,TRUE,TRUE,TRUE,TRUE
CHL,2016,upper,TRUE,TRUE,TRUE,TRUE
CHL,2017,lower,TRUE,TRUE,TRUE,TRUE
CHL,2017,middle,TRUE,TRUE,TRUE,TRUE
CHL,2017,upper,TRUE,TRUE,TRUE,TRUE
CHL,2018,lower,TRUE,TRUE,FALSE,FALSE
CHL,2018,middle,TRUE,TRUE,TRUE,TRUE
CHL,2018,upper,TRUE,TRUE,TRUE,TRUE
CHL,2019,lower,TRUE,TRUE,FALSE,FALSE
CHL,2019,middle,TRUE,TRUE,TRUE,TRUE
CHL,2019,upper,TRUE,TRUE,TRUE,TRUE
CHL,2020,lower,TRUE,TRUE,TRUE,TRUE
CHL,2020,middle,TRUE,TRUE,TRUE,TRUE
CHL,2020,upper,TRUE,TRUE,TRUE,TRUE
CHL,2021,lower,TRUE,TRUE,FALSE,FALSE
CHL,2021,middle,TRUE,TRUE,TRUE,TRUE
CHL,2021,upper,TRUE,TRUE,TRUE,TRUE
CHL,2022,lower,TRUE,TRUE,FALSE,FALSE
CHL,2022,middle,TRUE,TRUE,TRUE,TRUE
CHL,2022,upper,TRUE,TRUE,TRUE,TRUE
CHL,2023,lower,TRUE,TRUE,FALSE,FALSE
CHL,2023,middle,TRUE,TRUE,FALSE,FALSE
CHL,2023,upper,TRUE,TRUE,FALSE,FALSE
CHL,2024,lower,FALSE,TRUE,FALSE,FALSE
CHL,2024,middle,FALSE,TRUE,FALSE,FALSE
CHL,2024,upper,FALSE,TRUE,FALSE,FALSE
COL,1990,lower,FALSE,TRUE,FALSE,FALSE
COL,1990,middle,FALSE,TRUE,FALSE,FALSE
COL,1990,upper,FALSE,TRUE,FALSE,FALSE
COL,1991,lower,FALSE,TRUE,FALSE,FALSE
COL,1991,middle,FALSE,TRUE,FALSE,FALSE
COL,1991,upper,FALSE,TRUE,FALSE,FALSE
COL,1992,lower,FALSE,TRUE,FALSE,FALSE
COL,1992,middle,FALSE,TRUE,FALSE,FALSE
COL,1992,upper,FALSE,TRUE,FALSE,FALSE
COL,1993,lower,FALSE,TRUE,FALSE,FALSE
COL,1993,middle,FALSE,TRUE,FALSE,FALSE
COL,1993,upper,FALSE,TRUE,FALSE,FALSE
COL,1994,lower,FALSE,TRUE,FALSE,FALSE
COL,1994,middle,FALSE,TRUE,FALSE,FALSE
COL,1994,upper,FALSE,TRUE,FALSE,FALSE
COL,1995,lower,FALSE,TRUE,FALSE,FALSE
COL,1995,middle,FALSE,TRUE,FALSE,FALSE
COL,1995,upper,FALSE,TRUE,FALSE,FALSE
COL,1996,lower,FALSE,TRUE,FALSE,FALSE
COL,1996,middle,FALSE,TRUE,FALSE,FALSE
COL,1996,upper,FALSE,TRUE,FALSE,FALSE
COL,1997,lower,FALSE,TRUE,FALSE,FALSE
COL,1997,middle,FALSE,TRUE,FALSE,FALSE
COL,1997,upper,FALSE,TRUE,FALSE,FALSE
COL,1998,lower,FALSE,TRUE,FALSE,FALSE
COL,1998,middle,FALSE,TRUE,FALSE,FALSE
COL,1998,upper,FALSE,TRUE,FALSE,FALSE
COL,1999,lower,FALSE,TRUE,FALSE,FALSE
COL,1999,middle,FALSE,TRUE,FALSE,FALSE
COL,1999,upper,FALSE,TRUE,FALSE,FALSE
COL,2000,lower,FALSE,TRUE,FALSE,FALSE
COL,2000,middle,FALSE,TRUE,FALSE,FALSE
COL,2000,upper,FALSE,TRUE,FALSE,FALSE
COL,2001,lower,FALSE,TRUE,FALSE,FALSE
COL,2001,middle,FALSE,TRUE,FALSE,FALSE
COL,2001,upper,FALSE,TRUE,FALSE,FALSE
COL,2002,lower,FALSE,TRUE,TRUE,FALSE
COL,2002,middle,FALSE,TRUE,FALSE,FALSE
COL,2002,upper,FALSE,TRUE,FALSE,FALSE
COL,2003,lower,FALSE,TRUE,TRUE,FALSE
COL,2003,middle,FALSE,TRUE,FALSE,FALSE
COL,2003,upper,FALSE,TRUE,FALSE,FALSE
COL,2004,lower,FALSE,TRUE,TRUE,FALSE
COL,2004,middle,FALSE,TRUE,FALSE,FALSE
COL,2004,upper,FALSE,TRUE,FALSE,FALSE
COL,2005,lower,FALSE,TRUE,TRUE,FALSE
COL,2005,middle,FALSE,TRUE,FALSE,FALSE
COL,2005,upper,FALSE,TRUE,FALSE,FALSE
COL,2006,lower,FALSE,TRUE,FALSE,FALSE
COL,2006,middle,FALSE,TRUE,FALSE,FALSE
COL,2006,upper,FALSE,TRUE,FALSE,FALSE
COL,2007,lower,FALSE,TRUE,FALSE,FALSE
COL,2007,middle,FALSE,TRUE,FALSE,FALSE
COL,2007,upper,FALSE,TRUE,FALSE,FALSE
COL,2008,lower,FALSE,TRUE,TRUE,FALSE
COL,2008,middle,FALSE,TRUE,FALSE,FALSE
COL,2008,upper,FALSE,TRUE,FALSE,FALSE
COL,2009,lower,FALSE,TRUE,TRUE,FALSE
COL,2009,middle,FALSE,TRUE,FALSE,FALSE
COL,2009,upper,FALSE,TRUE,FALSE,FALSE
COL,2010,lower,FALSE,TRUE,TRUE,FALSE
COL,2010,middle,FALSE,TRUE,FALSE,FALSE
COL,2010,upper,FALSE,TRUE,FALSE,FALSE
COL,2011,lower,FALSE,TRUE,TRUE,FALSE
COL,2011,middle,FALSE,TRUE,FALSE,FALSE
COL,2011,upper,FALSE,TRUE,FALSE,FALSE
COL,2012,lower,FALSE,TRUE,TRUE,FALSE
COL,2012,middle,FALSE,TRUE,FALSE,FALSE
COL,2012,upper,FALSE,TRUE,FALSE,FALSE
COL,2013,lower,FALSE,TRUE,TRUE,FALSE
COL,2013,middle,FALSE,TRUE,FALSE,FALSE
COL,2013,upper,FALSE,TRUE,FALSE,FALSE
COL,2014,lower,TRUE,TRUE,TRUE,TRUE
COL,2014,middle,TRUE,TRUE,TRUE,TRUE
COL,2014,upper,TRUE,TRUE,TRUE,TRUE
COL,2015,lower,TRUE,TRUE,TRUE,TRUE
COL,2015,middle,TRUE,TRUE,TRUE,TRUE
COL,2015,upper,TRUE,TRUE,TRUE,TRUE
COL,2016,lower,TRUE,TRUE,TRUE,TRUE
COL,2016,middle,TRUE,TRUE,TRUE,TRUE
COL,2016,upper,TRUE,TRUE,TRUE,TRUE
COL,2017,lower,TRUE,TRUE,TRUE,TRUE
COL,2017,middle,TRUE,TRUE,TRUE,TRUE
COL,2017,upper,TRUE,TRUE,TRUE,TRUE
COL,2018,lower,TRUE,TRUE,TRUE,TRUE
COL,2018,middle,TRUE,TRUE,TRUE,TRUE
COL,2018,upper,TRUE,TRUE,TRUE,TRUE
COL,2019,lower,TRUE,TRUE,TRUE,TRUE
COL,2019,middle,TRUE,TRUE,TRUE,TRUE
COL,2019,upper,TRUE,TRUE,TRUE,TRUE
COL,2020,lower,TRUE,TRUE,TRUE,TRUE
COL,2020,middle,TRUE,TRUE,TRUE,TRUE
COL,2020,upper,TRUE,TRUE,TRUE,TRUE
COL,2021,lower,TRUE,TRUE,TRUE,TRUE
COL,2021,middle,TRUE,TRUE,TRUE,TRUE
COL,2021,upper,TRUE,TRUE,TRUE,TRUE
COL,2022,lower,TRUE,TRUE,FALSE,FALSE
COL,2022,middle,TRUE,TRUE,TRUE,TRUE
COL,2022,upper,TRUE,TRUE,TRUE,TRUE
COL,2023,lower,TRUE,TRUE,FALSE,FALSE
COL,2023,middle,TRUE,TRUE,TRUE,TRUE
COL,2023,upper,TRUE,TRUE,TRUE,TRUE
COL,2024,lower,FALSE,TRUE,FALSE,FALSE
COL,2024,middle,FALSE,TRUE,FALSE,FALSE
COL,2024,upper,FALSE,TRUE,FALSE,FALSE
CRI,1990,lower,FALSE,TRUE,FALSE,FALSE
CRI,1990,middle,FALSE,TRUE,FALSE,FALSE
CRI,1990,upper,FALSE,TRUE,FALSE,FALSE
CRI,1991,lower,FALSE,TRUE,FALSE,FALSE
CRI,1991,middle,FALSE,TRUE,FALSE,FALSE
CRI,1991,upper,FALSE,TRUE,FALSE,FALSE
CRI,1992,lower,FALSE,TRUE,FALSE,FALSE
CRI,1992,middle,FALSE,TRUE,FALSE,FALSE
CRI,1992,upper,FALSE,TRUE,FALSE,FALSE
CRI,1993,lower,FALSE,TRUE,FALSE,FALSE
CRI,1993,middle,FALSE,TRUE,FALSE,FALSE
CRI,1993,upper,FALSE,TRUE,FALSE,FALSE
CRI,1994,lower,FALSE,TRUE,FALSE,FALSE
CRI,1994,middle,FALSE,TRUE,FALSE,FALSE
CRI,1994,upper,FALSE,TRUE,FALSE,FALSE
CRI,1995,lower,FALSE,TRUE,FALSE,FALSE
CRI,1995,middle,FALSE,TRUE,FALSE,FALSE
CRI,1995,upper,FALSE,TRUE,FALSE,FALSE
CRI,1996,lower,FALSE,TRUE,FALSE,FALSE
CRI,1996,middle,FALSE,TRUE,FALSE,FALSE
CRI,1996,upper,FALSE,TRUE,FALSE,FALSE
CRI,1997,lower,FALSE,TRUE,FALSE,FALSE
CRI,1997,middle,FALSE,TRUE,FALSE,FALSE
CRI,1997,upper,FALSE,TRUE,FALSE,FALSE
CRI,1998,lower,FALSE,TRUE,FALSE,FALSE
CRI,1998,middle,FALSE,TRUE,FALSE,FALSE
CRI,1998,upper,FALSE,TRUE,FALSE,FALSE
CRI,1999,lower,FALSE,TRUE,FALSE,FALSE
CRI,1999,middle,FALSE,TRUE,FALSE,FALSE
CRI,1999,upper,FALSE,TRUE,FALSE,FALSE
CRI,2000,lower,FALSE,TRUE,FALSE,FALSE
CRI,2000,middle,FALSE,TRUE,FALSE,FALSE
CRI,2000,upper,FALSE,TRUE,FALSE,FALSE
CRI,2001,lower,FALSE,TRUE,FALSE,FALSE
CRI,2001,middle,FALSE,TRUE,FALSE,FALSE
CRI,2001,upper,FALSE,TRUE,FALSE,FALSE
CRI,2002,lower,FALSE,TRUE,FALSE,FALSE
CRI,2002,middle,FALSE,TRUE,FALSE,FALSE
CRI,2002,upper,FALSE,TRUE,FALSE,FALSE
CRI,2003,lower,FALSE,TRUE,FALSE,FALSE
CRI,2003,middle,FALSE,TRUE,FALSE,FALSE
CRI,2003,upper,FALSE,TRUE,FALSE,FALSE
CRI,2004,lower,FALSE,TRUE,FALSE,FALSE
CRI,2004,middle,FALSE,TRUE,FALSE,FALSE
CRI,2004,upper,FALSE,TRUE,FALSE,FALSE
CRI,2005,lower,FALSE,TRUE,FALSE,FALSE
CRI,2005,middle,FALSE,TRUE,FALSE,FALSE
CRI,2005,upper,FALSE,TRUE,FALSE,FALSE
