"","country","year","p","thr","avg","topavg","minp"
"122","BRA","2006",0.99,116720.964135526,120872.069058957,292494.980777806,NA
"123","BRA","2006",0.999,482434.307941811,497245.604217577,1109602.51642937,NA
"124","BRA","2006",0.9999,1787313.07806052,4025072.49922693,4025072.49922694,NA
"125","BRA","2007",0.9,21161.2277216229,22461.7704274615,68940.296852745,0.793227822238099
"126","BRA","2007",0.99,100759.080995332,103302.443307025,319396.465585603,0.793227822238099
"127","BRA","2007",0.999,401364.540309157,404057.957583444,1471923.10991285,0.793227822238099
"128","BRA","2007",0.9999,2151115.76622033,7619148.86220966,7619148.86220966,0.793227822238099
"129","BRA","2008",0.9,23925.4192770911,25159.2071209679,87065.0042908899,0.792848610742815
"130","BRA","2008",0.99,145949.248863353,151106.296869991,410238.851650928,0.792848610742815
"131","BRA","2008",0.999,541250.379155937,560064.853955292,1933692.6787501,0.792848610742815
"132","BRA","2008",0.9999,2616863.17253808,10530503.1824797,10530503.1824797,0.792848610742815
"133","BRA","2009",0.9,25745.039198356,27226.7492148759,91354.6881128631,0.807603950881957
"134","BRA","2009",0.99,157592.687120652,163044.704588101,414219.367207187,0.807603950881957
"135","BRA","2009",0.999,563254.374158932,581006.651030888,1828415.17166469,0.807603950881957
"136","BRA","2009",0.9999,2618030.10203746,9240610.25886754,9240610.25886754,0.807603950881957
"137","BRA","2010",0.9,29443.9938514234,30548.6735304659,102756.543545095,0.814175540146987
"138","BRA","2010",0.99,174230.244983101,180419.765250881,471975.686709675,0.814175540146987
"139","BRA","2010",0.999,626474.005104695,647893.70923411,2152772.4045282,0.814175540146987
"140","BRA","2010",0.9999,3069986.4335565,11120808.1038495,11120808.1038495,0.814175540146987
"141","BRA","2011",0.9,32640.2050385306,34169.3475960256,117072.538547389,0.810091705773021
"142","BRA","2011",0.99,194992.418563202,202095.919751961,548793.808516534,0.810091705773021
"143","BRA","2011",0.999,722639.388768785,750933.769760134,2601060.62227612,0.810091705773021
"144","BRA","2011",0.9999,3629243.11419586,13874691.4843297,13874691.4843297,0.810091705773021
"145","BRA","2012",0.9,36304.8144389642,38269.1254411559,124629.141292527,0.805796574434863
"146","BRA","2012",0.99,209697.198491407,216687.42782467,564913.780560921,0.805796574434863
"147","BRA","2012",0.999,786321.176782719,813580.907617015,2552596.22602516,0.805796574434863
"148","BRA","2012",0.9999,3760882.99850154,12671820.0633913,12671820.0633913,0.805796574434863
"149","BRA","2013",0.9,39633.207367856,41232.7637631663,133702.91959739,0.804253463920096
"150","BRA","2013",0.99,228139.554148689,235729.372329805,597341.182824925,0.804253463920096
"151","BRA","2013",0.999,850084.516468722,879611.072056235,2654081.14995893,0.804253463920096
"152","BRA","2013",0.9999,3963202.98901674,12895006.5067356,12895006.5067356,0.804253463920096
"153","BRA","2014",0.9,43901.7469229877,46012.0187244235,147011.453821285,0.799364045369675
"154","BRA","2014",0.99,246760.221836909,255289.537286484,664666.783420354,0.799364045369675
"155","BRA","2014",0.999,899781.743087995,929851.046983909,3088160.89317818,0.799364045369675
"156","BRA","2014",0.9999,4705146.28608461,15798826.8248923,15798826.8248923,0.799364045369675
"157","BRA","2015",0.9,46708.4134041129,48732.6578637226,157520.310213789,0.802832917063083
"158","BRA","2015",0.99,262842.157713781,272115.026727979,714873.727641373,0.802832917063083
"159","BRA","2015",0.999,971695.479687175,1004443.96711859,3323254.4409177,0.802832917063083
"160","BRA","2015",0.9999,5188871.14612963,16760851.1922157,16760851.1922157,0.802832917063083
"161","BRA","2016",0.9,49498.3776819699,51798.5070852164,164404.680707797,0.802336645490314
"162","BRA","2016",0.99,274554.369774341,284075.028218003,734512.715796896,0.802336645490314
"163","BRA","2016",0.999,1015361.46484292,1046053.46651953,3334644.48267476,0.802336645490314
"164","BRA","2016",0.9999,5166095.99939165,16587824.2582321,16587824.2582321,0.802336645490314
"165","BRA","2017",0.9,51858.1020978778,54384.011526842,172477.331794645,0.797567873399561
"166","BRA","2017",0.99,290198.851199268,300490.468295241,766049.783904111,0.797567873399561
"167","BRA","2017",0.999,1065279.13960008,1096933.51227082,3438934.60058633,0.797567873399561
"168","BRA","2017",0.9999,5318430.26996735,16924329.9863941,16924329.9863941,0.797567873399561
"169","BRA","2018",0.9,53990.0327004517,56539.7226259732,177591.534612703,0.792366402222799
"170","BRA","2018",0.99,296746.099692876,307245.438081717,785160.969671038,0.792366402222799
"171","BRA","2018",0.999,1078367.93573167,1110573.68444288,3575496.16493765,0.792366402222799
"172","BRA","2018",0.9999,5535063.13868435,17855064.1359504,17855064.1359504,0.792366402222799
"173","BRA","2019",0.9,54802.9984239652,58062.5821443095,189817.458567776,0.793589927380864
"174","BRA","2019",0.99,308371.084362715,319145.065597057,870308.54206338,0.793589927380864
"175","BRA","2019",0.999,1122225.85901507,1155161.85210401,4246757.25578384,0.793589927380864
"176","BRA","2019",0.9999,5783298.55288731,23874084.9788757,23874084.9788757,0.793589927380864
"177","BRA","2020",0.9,56498.9159949663,59445.1627646319,190815.788157295,0.788540613033932
"178","BRA","2020",0.99,313424.165547208,323867.333127727,856833.197522934,0.788540613033932
"179","BRA","2020",0.999,1175426.91663907,1212485.29473402,4015701.47678841,0.788540613033932
"180","BRA","2020",0.9999,6278503.20345276,20135385.2972818,20135385.2972818,0.788540613033932
"181","BRA","2021",0.9,62169.6308778562,63493.1410294753,230177.995103537,0.761864967099206
"182","BRA","2021",0.99,380614.241583917,380728.577640255,1129294.69019505,0.761864967099206
"183","BRA","2021",0.999,1707493.31718225,1780525.61525679,5860255.83406324,0.761864967099206
"184","BRA","2021",0.9999,7913036.89602125,32055330.0899154,32055330.0899154,0.761864967099206
"185","BRA","2022",0.9,73132.1760995563,76509.5709349524,253331.85406594,0.734043078193684
"186","BRA","2022",0.99,403639.543825192,417629.964036251,1196367.06376869,0.734043078193684
"187","BRA","2022",0.999,1718253.91092281,1790276.70783158,5851047.76322011,0.734043078193684
"188","BRA","2022",0.9999,9408302.67930857,28391023.6626561,28391023.6626561,0.734043078193684
"189","BRA","2023",0.9,80049.9421502108,83636.2876787083,302377.780789407,0.73587145226732
"190","BRA","2023",0.99,437275.475215611,452482.265387729,1567471.26314394,0.73587145226732
"191","BRA","2023",0.999,1895690.30072942,1978452.09093351,9024963.24025659,0.73587145226732
"192","BRA","2023",0.9999,11776714.0453975,55577639.0599838,55577639.0599838,0.73587145226732
"193","CHL","2005",0.9,5203289.17111208,5504820.91524269,13941577.0022462,0.360692567561423
"194","CHL","2005",0.99,25682107.1276002,25964666.7783131,46183684.409169,0.360692567561423
"195","CHL","2005",0.999,63277140.6447573,64813468.8620349,123375096.355868,0.360692567561423
"196","CHL","2005",0.9999,191956082.196349,388626442.001969,388626442.001968,0.360692567561423
"197","CHL","2006",0.9,5632233.37238405,5966647.64002495,14899192.4314536,0.344219923133523
"198","CHL","2006",0.99,26668122.1383084,28480967.5769144,49128049.4550211,0.344219923133523
"199","CHL","2006",0.999,66735745.3004597,68346834.9767589,129577908.436589,0.344219923133523
"200","CHL","2006",0.9999,201421042.43372,406402342.755676,406402342.755677,0.344219923133523
"201","CHL","2007",0.9,6411972.18975557,6783309.75781927,16484850.1948743,0.331936457768362
"202","CHL","2007",0.99,29899764.115183,32629104.3500855,53856036.0588206,0.331936457768362
"203","CHL","2007",0.999,73788011.0956452,75578813.1656677,143205780.7865,0.331936457768362
"204","CHL","2007",0.9999,222878344.877159,447699357.965306,447699357.965305,0.331936457768362
"205","CHL","2008",0.9,7114947.47900706,7521615.25171362,18120314.0883382,0.320861812307876
"206","CHL","2008",0.99,31401773.2721405,33243388.595259,59170559.175333,0.320861812307876
"207","CHL","2008",0.999,81370575.0452182,83359984.74479,159941627.165269,0.320861812307876
"208","CHL","2008",0.9999,249052361.229451,508977819.305504,508977819.305504,0.320861812307876
"209","CHL","2009",0.9,7436431.86054116,7844560.32756656,18491191.8672996,0.329842761110139
"210","CHL","2009",0.99,35635044.1771032,38119244.5492991,59860506.6328313,0.329842761110139
"211","CHL","2009",0.999,82355189.7366616,84333924.5342972,156234221.075622,0.329842761110139
"212","CHL","2009",0.9999,242960990.162055,471959828.444538,471959828.44454,0.329842761110139
"213","CHL","2010",0.9,8278257.01423811,8688825.40699327,19903309.8713768,0.314866633680042
"214","CHL","2010",0.99,38792337.5393291,39094301.0410634,63532323.2905023,0.314866633680042
"215","CHL","2010",0.999,87926803.5625474,90040878.8285323,169888948.484336,0.314866633680042
"216","CHL","2010",0.9999,263949562.226319,529446566.973094,529446566.973094,0.314866633680042
"217","CHL","2011",0.9,9158940.20275202,9564488.8806589,21716493.0054014,0.295906412818315
"218","CHL","2011",0.99,40602803.1536276,40914266.7335385,69475714.1887049,0.295906412818315
"219","CHL","2011",0.999,97783570.6019569,100213741.089686,193940069.737019,0.295906412818315
"220","CHL","2011",0.9999,302864048.047522,621627251.734069,621627251.734067,0.295906412818315
"221","CHL","2012",0.9,10003965.6243358,10382889.6736623,23608835.1771988,0.281866110792465
"222","CHL","2012",0.99,42602001.8495385,42952757.8428406,75451131.6363352,0.281866110792465
"223","CHL","2012",0.999,105246674.515541,107767970.964143,208114709.335979,0.281866110792465
"224","CHL","2012",0.9999,322267435.718439,675034633.081973,675034633.081972,0.281866110792465
"225","CHL","2013",0.9,10840935.2086106,11183935.4985685,25146054.0798144,0.276258634784289
"226","CHL","2013",0.99,43675248.1527728,44466963.6150918,79695357.5014032,0.276258634784289
"227","CHL","2013",0.999,113947877.247722,116767565.212098,223059838.089061,0.276258634784289
"228","CHL","2013",0.9999,348425801.561629,701101431.469017,701101431.469015,0.276258634784289
"229","CHL","2014",0.9,11542732.1944655,11900492.5170543,27262677.9263085,0.278244777595584
"230","CHL","2014",0.99,46641065.9921201,50424416.0820553,88373453.5655649,0.278244777595584
"231","CHL","2014",0.999,128589480.874309,131800912.226578,251420665.334171,0.278244777595584
"232","CHL","2014",0.9999,393565533.886002,785271323.2461,785271323.246102,0.278244777595584
"233","CHL","2015",0.9,12184325.5307999,12547384.7332155,29048790.0335194,0.275356806525856
"234","CHL","2015",0.99,50915789.1134816,55048486.6975515,95935611.7549029,0.275356806525856
"235","CHL","2015",0.999,139555829.634288,143134606.045232,283266815.660129,0.275356806525856
"236","CHL","2015",0.9999,444477941.009348,928792302.076674,928792302.076674,0.275356806525856
"237","CHL","2016",0.9,12585214.1542806,12950881.0111998,29883657.8449687,0.270935128791306
"238","CHL","2016",0.99,53210227.2968878,57390251.0561702,98320260.3369594,0.270935128791306
"239","CHL","2016",0.999,143542964.067449,147189776.225488,286389015.548116,0.270935128791306
"240","CHL","2016",0.9999,449259707.283189,917431396.531746,917431396.531746,0.270935128791306
"241","CHL","2017",0.9,13040986.2716842,13401487.6545744,31685775.1718494,0.269955173875682
"242","CHL","2017",0.99,54800534.8243535,60741545.9960511,110863030.692876,0.269955173875682
"243","CHL","2017",0.999,174646244.782816,179370890.286944,353040704.890918,0.269955173875682
"244","CHL","2017",0.9999,561087864.186333,1121461691.88713,1121461691.88713,0.269955173875682
"245","CHL","2018",0.9,13628370.2472281,13990083.3275434,33015620.2141703,0.266001998728705
"246","CHL","2018",0.99,61360884.9714573,64269685.9721208,115064814.803475,0.266001998728705
"247","CHL","2018",0.999,179524943.898463,184465080.522523,375003941.370759,0.266001998728705
"248","CHL","2018",0.9999,596431880.002739,1244485964.56359,1244485964.56359,0.266001998728705
"249","CHL","2019",0.9,14178375.3267145,14539783.6054007,34434954.5488371,0.266647054594843
"250","CHL","2019",0.99,61981987.2392585,65482549.3990218,122610180.087522,0.266647054594843
"251","CHL","2019",0.999,191768990.720762,197263467.064086,420201029.723937,0.266647054594843
"252","CHL","2019",0.9999,670357582.041831,1469772604.75898,1469772604.75898,0.266647054594843
"253","CHL","2020",0.9,13950381.2772445,14341591.5141104,31775919.4711272,0.291054637877539
"254","CHL","2020",0.99,54450887.5006162,54540279.1735574,103956781.149067,0.291054637877539
"255","CHL","2020",0.999,169312456.887742,170412903.858749,296942634.870413,0.291054637877539
"256","CHL","2020",0.9999,457173072.05499,967174459.217499,967174459.217499,0.291054637877539
"257","CHL","2021",0.9,15483055.7904763,15826813.2360507,37042799.4497502,0.278441740485084
"258","CHL","2021",0.99,65923958.2426373,70236191.2230649,124756793.143328,0.278441740485084
"259","CHL","2021",0.999,186664124.506848,188938316.620987,380966124.025942,0.278441740485084
"260","CHL","2021",0.9999,577841051.240054,1453407659.53363,1453407659.53363,0.278441740485084
"261","CHL","2022",0.9,17674857.4257564,18097105.8770927,40271477.31999,0.236126765981463
"262","CHL","2022",0.99,65656576.2785775,68213907.6655722,133872424.706123,0.236126765981463
"263","CHL","2022",0.999,207704436.774822,208650814.93545,392260161.590755,0.236126765981463
"264","CHL","2022",0.9999,613336968.401955,1333701618.2495,1333701618.2495,0.236126765981463
"265","CHL","2023",0.9,18944878.3524773,19368601.6062718,43298034.1794454,0.258998528017949
"266","CHL","2023",0.99,71879727.5073592,77836221.6789363,141702799.37601,0.258998528017949
"267","CHL","2023",0.999,220744701.341818,223384980.888444,400641741.519089,0.258998528017949
"268","CHL","2023",0.9999,623927546.507521,1291737659.97317,1291737659.97316,0.258998528017949
"269","DOM","2012",0.9,168039.036946007,176905.385368867,613362.207286745,0.712143778800964
"270","DOM","2012",0.99,841864.003463999,870251.498135058,3135880.16987981,0.712143778800964
"271","DOM","2012",0.999,4419406.30795967,4599777.15373648,18024886.7558386,0.712143778800964
"272","DOM","2012",0.9999,28939119.591247,96868397.9503181,96868397.9503182,0.712143778800964
"273","DOM","2013",0.9,182444.219255945,191047.02620319,697310.911759895,0.703879952430725
"274","DOM","2013",0.99,884144.134493372,912039.65938399,3735945.83459981,0.703879952430725
"275","DOM","2013",0.999,4663862.57541058,4871418.57338418,23465475.3939424,0.703879952430725
"276","DOM","2013",0.9999,30973875.720541,145814396.632724,145814396.632724,0.703879952430725
"277","DOM","2014",0.9,202329.037723541,212498.903117725,755197.243642516,0.690436124801636
"278","DOM","2014",0.99,997015.151111072,1030025.34110555,3934563.79147565,0.690436124801636
"279","DOM","2014",0.999,5091240.82689446,5319548.18152941,23261390.9232255,0.690436124801636
"280","DOM","2014",0.9999,35146968.0853486,132417523.879732,132417523.879732,0.690436124801636
"281","DOM","2015",0.9,224397.985723694,235741.026566749,825762.84060927,0.674904346466064
"282","DOM","2015",0.99,1065180.57189912,1097995.1747206,4328201.03817327,0.674904346466064
"283","DOM","2015",0.999,5367661.85734604,5599618.77922639,26196503.0677993,0.674904346466064
"284","DOM","2015",0.9999,35500054.5890326,159987739.523445,159987739.523445,0.674904346466064
"285","DOM","2016",0.9,243674.428576961,255264.672012782,791856.219082235,0.655961394309998
"286","DOM","2016",0.99,1127786.34593232,1163142.30984919,3681997.30243234,0.655961394309998
"287","DOM","2016",0.999,5477570.82928365,5711326.47815649,18920598.3719273,0.655961394309998
"288","DOM","2016",0.9999,31931433.963028,88994890.7996852,88994890.7996852,0.655961394309998
"289","DOM","2017",0.9,258191.784204581,270778.578149957,730073.970057196,0.643944084644318
"290","DOM","2017",0.99,1114881.29187085,1150007.62267455,2984606.89929236,0.643944084644318
"291","DOM","2017",0.999,4194078.76306916,4332809.71994084,13441976.454389,0.643944084644318
"292","DOM","2017",0.9999,19051635.7560857,68704009.3893864,68704009.3893865,0.643944084644318
"293","DOM","2018",0.9,283310.844321516,296836.903167443,852993.991739935,0.636546969413757
"294","DOM","2018",0.99,1208666.36986817,1246415.52564412,3722901.28463294,0.636546969413757
"295","DOM","2018",0.999,4439799.84379506,4585968.16430958,19659614.9541033,0.636546969413757
"296","DOM","2018",0.9999,20622560.6606874,127563165.736861,127563165.736861,0.636546969413757
"297","DOM","2019",0.9,301267.089415718,315328.375003038,943506.120405307,0.628076195716858
"298","DOM","2019",0.99,1276600.21497912,1315266.18209152,4390867.1057152,0.628076195716858
"299","DOM","2019",0.999,4764327.15585886,4909847.9657911,25211180.5391757,0.628076195716858
"300","DOM","2019",0.9999,22168793.258717,178181858.432349,178181858.432349,0.628076195716858
"301","DOM","2020",0.9,282342.75183886,295200.337647276,774417.761119733,0.632217884063721
"302","DOM","2020",0.99,1242784.16412474,1282158.31881011,3186920.76885744,0.632217884063721
"303","DOM","2020",0.999,4717820.9388412,4862992.48957222,13459176.7824815,0.632217884063721
"304","DOM","2020",0.9999,20329946.1137169,61869032.593431,61869032.593431,0.632217884063721
"305","PER","2016",0.9,21030.9046401666,21289.2474457828,64273.5159663027,0.621731638908386
"306","PER","2016",0.99,105187.584812846,106849.902421764,280722.652658136,0.621731638908386
"307","PER","2016",0.999,427311.654142874,436837.855486425,1171985.25287538,0.621731638908386
"308","PER","2016",0.9999,1855648.25551222,5157597.60472961,5157597.60472961,0.621731638908386
"309","PER","2017",0.9,21586.2345387464,21774.2391681019,69733.1480608541,0.624243855476379
"310","PER","2017",0.99,121942.951858364,125480.806521452,297738.657116694,0.624243855476379
"311","PER","2017",0.999,444561.549647411,461469.314207325,1220010.9705191,0.624243855476379
"312","PER","2017",0.9999,1815445.46077136,5403111.62755631,5403111.62755631,0.624243855476379
"313","PER","2018",0.9,22941.2354102124,24220.0771857605,75262.2818006314,0.621625125408173
"314","PER","2018",0.99,126381.403765628,130083.707843237,329346.792373173,0.621625125408173
"315","PER","2018",0.999,466680.165932956,483253.854014645,1453998.1746745,0.621625125408173
"316","PER","2018",0.9999,1977217.52138089,7453331.93981563,7453331.93981563,0.621625125408173
"317","SLV","2000",0.9,0,0,8559.82851029345,0.979247391223907
"318","SLV","2000",0.99,10675.6528865919,11617.479913458,80844.0812763981,0.979247391223907
"319","SLV","2000",0.999,138586.17125873,145206.447052392,494264.049151902,0.979247391223907
"320","SLV","2000",0.9999,1003164.99412953,2086083.7872083,2086083.7872083,0.979247391223907
"321","SLV","2001",0.9,0,0,8992.47140649154,0.975153267383575
